11.5,8.15174,0.0,18.1,0,0.7,5.39,98.9,1.7281,24,666.0,20.2,20.85
23.2,0.07022,0.0,4.05,0,0.51,6.02,47.2,3.5549,5,296.0,16.6,10.11
13.3,9.82349,0.0,18.1,0,0.671,6.794,98.8,1.358,24,666.0,20.2,21.24
14.3,5.58107,0.0,18.1,0,0.713,6.436,87.9,2.3158,24,666.0,20.2,16.22
19.8,0.0454399999999999,0.0,3.24,0,0.46,6.144,32.2,5.8736,4,430.0,16.9,9.09
14.2,7.022589999999999,0.0,18.1,0,0.718,6.006,95.3,1.8746,24,666.0,20.2,15.7
23.7,0.28955,0.0,10.59,0,0.489,5.412,9.8,3.5875,4,277.0,18.6,29.55
48.5,0.0351,95.0,2.68,0,0.4161,7.853,33.2,5.118,4,224.0,14.7,3.81
50.0,1.51902,0.0,19.58,1,0.605,8.375,93.9,2.162,5,403.0,14.7,3.32
16.7,4.87141,0.0,18.1,0,0.614,6.484,93.6,2.3053,24,666.0,20.2,18.68
17.9,18.811,0.0,18.1,0,0.597,4.628,100.0,1.5539,24,666.0,20.2,34.37
18.7,0.06151,0.0,5.19,0,0.515,5.968,58.5,4.8122,5,224.0,20.2,9.29
17.2,14.0507,0.0,18.1,0,0.597,6.657,100.0,1.5275,24,666.0,20.2,21.22
17.2,7.40389,0.0,18.1,0,0.597,5.617,97.9,1.4547,24,666.0,20.2,26.4
20.6,2.37857,0.0,18.1,0,0.583,5.871,41.9,3.724,24,666.0,20.2,13.34
46.0,0.06129,20.0,3.33,1,0.4429,7.645,49.7,5.2119,5,216.0,14.9,3.01
19.5,0.1712,0.0,8.56,0,0.52,5.836,91.9,2.211,5,384.0,20.9,18.66
22.6,0.04684,0.0,3.41,0,0.489,6.417,66.1,3.0923,2,270.0,17.8,8.81
16.6,0.2292699999999999,0.0,6.91,0,0.448,6.03,85.5,5.6894,3,233.0,17.9,18.8
18.2,0.7258,0.0,8.14,0,0.538,5.727,69.5,3.7965,4,307.0,21.0,11.28
30.5,0.06911,45.0,3.44,0,0.437,6.739,30.8,6.4798,5,398.0,15.2,4.69
29.0,0.05561,70.0,2.24,0,0.4,7.041,10.0,7.8278,5,358.0,14.8,4.74
20.3,0.14103,0.0,13.92,0,0.437,5.79,58.0,6.32,4,289.0,16.0,15.84
19.9,4.34879,0.0,18.1,0,0.58,6.167,84.0,3.0334,24,666.0,20.2,16.29
33.0,0.01951,17.5,1.38,0,0.4161,7.104,59.5,9.2229,3,216.0,18.6,8.05
23.8,0.1676,0.0,7.38,0,0.493,6.426,52.3,4.5404,5,287.0,19.6,7.2
20.2,0.80271,0.0,8.14,0,0.538,5.456,36.6,3.7965,4,307.0,21.0,11.69
21.7,0.17446,0.0,10.59,1,0.489,5.96,92.1,3.8771,4,277.0,18.6,17.27
35.4,0.03705,20.0,3.33,0,0.4429,6.968,37.2,5.2447,5,216.0,14.9,4.59
32.9,0.01778,95.0,1.47,0,0.403,7.135,13.9,7.6534,3,402.0,17.0,4.45
10.4,25.9406,0.0,18.1,0,0.679,5.304,89.1,1.6475,24,666.0,20.2,26.64
16.0,0.17171,25.0,5.13,0,0.453,5.966,93.4,6.8185,8,284.0,19.7,14.44
50.0,2.01019,0.0,19.58,0,0.605,7.929,96.2,2.0459,5,403.0,14.7,3.7
22.7,2.24236,0.0,19.58,0,0.605,5.854,91.8,2.422,5,403.0,14.7,11.64
7.5,10.8342,0.0,18.1,0,0.679,6.782,90.8,1.8195,24,666.0,20.2,25.79
19.4,0.21977,0.0,6.91,0,0.448,5.602,62.0,6.0877,3,233.0,17.9,16.2
19.9,0.62739,0.0,8.14,0,0.538,5.834,56.5,4.4986,4,307.0,21.0,8.47
23.1,0.17899,0.0,9.69,0,0.585,5.67,28.8,2.7986,6,391.0,19.2,17.6
12.7,1.13081,0.0,8.14,0,0.538,5.713,94.1,4.233,4,307.0,21.0,22.6
28.6,0.12932,0.0,13.92,0,0.437,6.678,31.1,5.9604,4,289.0,16.0,6.27
20.0,0.43571,0.0,10.59,1,0.489,5.344,100.0,3.875,4,277.0,18.6,23.09
28.4,0.12204,0.0,2.89,0,0.445,6.625,57.8,3.4952,2,276.0,18.0,6.65
23.6,0.09178,0.0,4.05,0,0.51,6.416,84.1,2.6463,5,296.0,16.6,9.04
16.2,0.25356,0.0,9.9,0,0.544,5.705,77.7,3.945,4,304.0,18.4,11.5
23.9,0.06076,0.0,11.93,0,0.573,6.976,91.0,2.1675,1,273.0,21.0,5.64
15.2,0.15086,0.0,27.74,0,0.609,5.454,92.7,1.8209,4,711.0,20.1,18.06
12.8,9.39063,0.0,18.1,0,0.74,5.627,93.9,1.8172,24,666.0,20.2,22.88
21.8,2.81838,0.0,18.1,0,0.532,5.762,40.3,4.0983,24,666.0,20.2,10.42
30.7,0.7857,20.0,3.97,0,0.647,7.014,84.6,2.1329,5,264.0,13.0,14.79
18.8,0.09849,0.0,25.65,0,0.581,5.879,95.8,2.0063,2,188.0,19.1,17.58
14.5,1.35472,0.0,8.14,0,0.538,6.072,100.0,4.175,4,307.0,21.0,13.04
28.7,0.07013,0.0,13.89,0,0.55,6.642,85.1,3.4211,5,276.0,16.4,9.69
10.2,14.3337,0.0,18.1,0,0.7,4.88,100.0,1.5895,24,666.0,20.2,30.62
19.2,0.34006,0.0,21.89,0,0.624,6.458,98.9,2.1185,4,437.0,21.2,12.6
35.1,0.21038,20.0,3.33,0,0.4429,6.812,32.2,4.1007,5,216.0,14.9,4.85
20.3,0.3494,0.0,9.9,0,0.544,5.972,76.7,3.1025,4,304.0,18.4,9.97
19.1,2.3139,0.0,19.58,0,0.605,5.88,97.3,2.3887,5,403.0,14.7,12.03
18.7,0.2221199999999999,0.0,10.01,0,0.547,6.092,95.4,2.548,6,432.0,17.8,17.09
50.0,0.05602,0.0,2.46,0,0.488,7.831,53.6,3.1992,3,193.0,17.8,4.45
18.0,0.32543,0.0,21.89,0,0.624,6.431,98.8,1.8125,4,437.0,21.2,15.39
28.0,0.04113,25.0,4.86,0,0.426,6.727,33.5,5.4007,4,281.0,19.0,5.29
16.2,0.25915,0.0,21.89,0,0.624,5.693,96.0,1.7883,4,437.0,21.2,17.19
37.6,0.38214,0.0,6.2,0,0.504,8.04,86.5,3.2157,8,307.0,17.4,3.13
17.5,0.17783,0.0,9.69,0,0.585,5.569,73.5,2.3999,6,391.0,19.2,15.1
23.4,0.04981,21.0,5.64,0,0.439,5.998,21.4,6.8147,4,243.0,16.8,8.43
19.4,2.14918,0.0,19.58,0,0.871,5.709,98.5,1.6232,5,403.0,14.7,15.79
15.4,9.96654,0.0,18.1,0,0.74,6.485,100.0,1.9784,24,666.0,20.2,18.85
34.7,0.02729,0.0,7.07,0,0.469,7.185,61.1,4.9671,2,242.0,17.8,4.03
23.1,0.0187,85.0,4.15,0,0.429,6.516,27.7,8.5353,4,351.0,17.9,6.36
16.5,0.02498,0.0,1.89,0,0.518,6.54,59.7,6.2669,1,422.0,15.9,8.65
28.2,0.0493199999999999,33.0,2.18,0,0.472,6.849,70.3,3.1827,7,222.0,18.4,7.53
23.9,0.0505899999999999,0.0,4.49,0,0.449,6.389,48.0,4.7794,3,247.0,18.5,9.62
18.9,0.17004,12.5,7.87,0,0.524,6.004,85.9,6.5921,5,311.0,15.2,17.1
19.1,15.5757,0.0,18.1,0,0.58,5.926,71.0,2.9084,24,666.0,20.2,18.13
16.3,28.6558,0.0,18.1,0,0.597,5.155,100.0,1.5894,24,666.0,20.2,20.08
33.1,0.1,34.0,6.09,0,0.433,6.982,17.7,5.4917,7,329.0,16.1,4.86
17.2,0.06162,0.0,4.39,0,0.442,5.898,52.3,8.0136,3,352.0,18.8,12.67
18.9,0.11747,12.5,7.87,0,0.524,6.009,82.9,6.2267,5,311.0,15.2,13.27
18.3,0.17134,0.0,10.01,0,0.547,5.928,88.2,2.4631,6,432.0,17.8,15.76
24.8,0.21409,22.0,5.86,0,0.431,6.438,8.9,7.3967,7,330.0,19.1,3.59
24.7,0.17505,0.0,5.96,0,0.499,5.966,30.2,3.8473,5,279.0,19.2,10.13
27.5,0.14866,0.0,8.56,0,0.52,6.727,79.9,2.7778,5,384.0,20.9,9.42
14.0,0.2909,0.0,21.89,0,0.624,6.174,93.6,1.6119,4,437.0,21.2,24.16
31.5,0.51183,0.0,6.2,0,0.507,7.358,71.6,4.148,8,307.0,17.4,4.73
32.7,0.0130099999999999,35.0,1.52,0,0.442,7.241,49.3,7.0379,1,284.0,15.5,5.49
50.0,0.01381,80.0,0.46,0,0.422,7.875,32.0,5.6484,4,255.0,14.4,2.97
16.7,11.0874,0.0,18.1,0,0.718,6.411,100.0,1.8589,24,666.0,20.2,15.02
32.2,0.0090599999999999,90.0,2.97,0,0.4,7.088,20.8,7.3073,1,285.0,15.3,7.85
29.9,0.06642,0.0,4.05,0,0.51,6.86,74.4,2.9153,5,296.0,16.6,6.92
14.6,10.233,0.0,18.1,0,0.614,6.185,96.7,2.1705,24,666.0,20.2,18.03
10.2,17.8667,0.0,18.1,0,0.671,6.223,100.0,1.3861,24,666.0,20.2,21.78
22.0,0.06899,0.0,25.65,0,0.581,5.87,69.7,2.2577,2,188.0,19.1,14.37
14.6,2.36862,0.0,19.58,0,0.871,4.926,95.7,1.4608,5,403.0,14.7,29.53
10.8,12.8023,0.0,18.1,0,0.74,5.854,96.6,1.8956,24,666.0,20.2,23.79
24.1,0.03445,82.5,2.03,0,0.415,6.162,38.4,6.27,2,348.0,14.7,7.43
29.1,0.01439,60.0,2.93,0,0.401,6.604,18.8,6.2196,1,265.0,15.6,4.38
22.6,0.06724,0.0,3.24,0,0.46,6.333,17.2,5.2146,4,430.0,16.9,7.34
8.3,24.8017,0.0,18.1,0,0.693,5.349,96.0,1.7028,24,666.0,20.2,19.77
9.6,14.4208,0.0,18.1,0,0.74,6.461,93.3,2.0026,24,666.0,20.2,18.05
24.8,0.04417,70.0,2.24,0,0.4,6.871,47.4,7.8278,5,358.0,14.8,6.07
17.1,0.35233,0.0,21.89,0,0.624,6.454,98.4,1.8498,4,437.0,21.2,14.59
11.7,13.9134,0.0,18.1,0,0.713,6.208,95.0,2.2222,24,666.0,20.2,15.17
25.0,5.73116,0.0,18.1,0,0.532,7.061,77.0,3.4106,24,666.0,20.2,7.01
24.8,0.03659,25.0,4.86,0,0.426,6.302,32.2,5.4007,4,281.0,19.0,6.72
26.6,0.02899,40.0,1.25,0,0.429,6.939,34.5,8.7921,1,335.0,19.7,5.89
19.6,4.03841,0.0,18.1,0,0.532,6.229,90.7,3.0993,24,666.0,20.2,12.87
14.9,9.51363,0.0,18.1,0,0.713,6.728,94.1,2.4961,24,666.0,20.2,18.71
24.7,0.02055,85.0,0.74,0,0.41,6.383,35.7,9.1876,2,313.0,17.3,5.77
22.2,0.11027,25.0,5.13,0,0.453,6.456,67.8,7.2255,8,284.0,19.7,6.73
18.1,0.55778,0.0,21.89,0,0.624,6.335,98.2,2.1107,4,437.0,21.2,16.96
14.5,8.49213,0.0,18.1,0,0.584,6.348,86.1,2.0527,24,666.0,20.2,17.64
20.4,0.62976,0.0,8.14,0,0.538,5.949,61.8,4.7075,4,307.0,21.0,8.26
23.7,5.7081800000000005,0.0,18.1,0,0.532,6.75,74.9,3.3317,24,666.0,20.2,7.74
23.9,0.02543,55.0,3.78,0,0.484,6.696,56.4,5.7321,5,370.0,17.6,7.18
18.7,0.14932,25.0,5.13,0,0.453,5.741,66.2,7.2254,8,284.0,19.7,13.15
20.1,0.1396,0.0,8.56,0,0.52,6.167,90.0,2.421,5,384.0,20.9,12.33
9.5,9.33889,0.0,18.1,0,0.679,6.38,95.6,1.9682,24,666.0,20.2,24.08
21.7,0.40771,0.0,6.2,1,0.507,6.164,91.3,3.048,8,307.0,17.4,21.46
23.1,1.05393,0.0,8.14,0,0.538,5.935,29.3,4.4986,4,307.0,21.0,6.58
24.0,0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296.0,15.3,4.98
28.4,0.05479,33.0,2.18,0,0.472,6.616,58.1,3.37,7,222.0,18.4,8.93
13.9,0.84054,0.0,8.14,0,0.538,5.599,85.7,4.4546,4,307.0,21.0,16.51
31.0,0.82526,20.0,3.97,0,0.647,7.327,94.5,2.0788,5,264.0,13.0,11.25
29.8,0.12579,45.0,3.44,0,0.437,6.556,29.1,4.5667,5,398.0,15.2,4.56
36.2,0.06888,0.0,2.46,0,0.488,6.144,62.2,2.5979,3,193.0,17.8,9.45
11.8,2.7797400000000003,0.0,19.58,0,0.871,4.903,97.8,1.3459,5,403.0,14.7,29.29
21.6,0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242.0,17.8,9.14
29.0,0.44791,0.0,6.2,1,0.507,6.726,66.5,3.6519,8,307.0,17.4,8.05
16.1,2.63548,0.0,9.9,0,0.544,4.973,37.8,2.5194,4,304.0,18.4,12.64
14.3,0.88125,0.0,21.89,0,0.624,5.637,94.7,1.9799,4,437.0,21.2,18.34
25.2,0.16211,20.0,6.96,0,0.464,6.24,16.3,4.429,3,223.0,18.6,6.59
11.8,10.6718,0.0,18.1,0,0.74,6.459,94.8,1.9879,24,666.0,20.2,23.98
21.2,0.13158,0.0,10.01,0,0.547,6.176,72.5,2.7301,6,432.0,17.8,12.04
24.2,0.08826,0.0,10.81,0,0.413,6.417,6.6,5.2873,4,305.0,19.2,6.72
20.6,0.04527,0.0,11.93,0,0.573,6.12,76.7,2.2875,1,273.0,21.0,9.08
23.1,13.5222,0.0,18.1,0,0.631,3.863,100.0,1.5106,24,666.0,20.2,13.33
10.4,88.9762,0.0,18.1,0,0.671,6.968,91.9,1.4165,24,666.0,20.2,17.21
13.1,8.71675,0.0,18.1,0,0.693,6.471,98.8,1.7257,24,666.0,20.2,17.12
30.1,0.6147,0.0,6.2,0,0.507,6.618,80.8,3.2721,8,307.0,17.4,7.6
20.5,0.19657,22.0,5.86,0,0.431,6.226,79.2,8.0555,7,330.0,19.1,10.15
5.0,38.3518,0.0,18.1,0,0.693,5.453,100.0,1.4896,24,666.0,20.2,30.59
26.2,0.1907299999999999,22.0,5.86,0,0.431,6.718,17.5,7.8265,7,330.0,19.1,6.56
20.8,3.67822,0.0,18.1,0,0.77,5.362,96.2,2.1036,24,666.0,20.2,10.19
19.1,5.69175,0.0,18.1,0,0.583,6.114,79.8,3.5459,24,666.0,20.2,14.98
20.1,0.11132,0.0,27.74,0,0.609,5.983,83.5,2.1099,4,711.0,20.1,13.35
24.5,0.16439,22.0,5.86,0,0.431,6.433,49.1,7.8265,7,330.0,19.1,9.52
12.3,7.99248,0.0,18.1,0,0.7,5.52,100.0,1.5331,24,666.0,20.2,24.56
15.1,6.96215,0.0,18.1,0,0.7,5.713,97.0,1.9265,24,666.0,20.2,17.11
15.2,1.2324700000000002,0.0,8.14,0,0.538,6.142,91.7,3.9769,4,307.0,21.0,18.72
17.0,1.41385,0.0,19.58,1,0.871,6.129,96.0,1.7494,5,403.0,14.7,15.12
23.1,0.13914,0.0,4.05,0,0.51,5.572,88.5,2.5961,5,296.0,16.6,14.69
50.0,0.52693,0.0,6.2,0,0.504,8.725,83.0,2.8944,8,307.0,17.4,4.63
14.4,0.25387,0.0,6.91,0,0.448,5.399,95.3,5.87,3,233.0,17.9,30.81
26.6,0.05735,0.0,4.49,0,0.449,6.63,56.1,4.4377,3,247.0,18.5,6.53
19.4,0.26169,0.0,9.9,0,0.544,6.023,90.4,2.834,4,304.0,18.4,11.72
23.9,0.04462,25.0,4.86,0,0.426,6.619,70.4,5.4007,4,281.0,19.0,7.22
23.3,0.09252,30.0,4.93,0,0.428,6.606,42.2,6.1899,6,300.0,16.6,7.37
15.0,0.22489,12.5,7.87,0,0.524,6.377,94.3,6.3467,5,311.0,15.2,20.45
50.0,8.26725,0.0,18.1,1,0.668,5.875,89.6,1.1296,24,666.0,20.2,8.88
20.6,4.83567,0.0,18.1,0,0.583,5.905,53.2,3.1523,24,666.0,20.2,11.45
26.5,0.11432,0.0,8.56,0,0.52,6.781,71.3,2.8561,5,384.0,20.9,7.67
7.0,45.7461,0.0,18.1,0,0.693,4.519,100.0,1.6582,24,666.0,20.2,36.98
20.1,0.01965,80.0,1.76,0,0.385,6.23,31.5,9.0892,1,241.0,18.2,12.93
32.5,0.10008,0.0,2.46,0,0.488,6.563,95.6,2.847,3,193.0,17.8,5.68
8.5,7.67202,0.0,18.1,0,0.693,5.747,98.9,1.6334,24,666.0,20.2,19.92
14.4,1.62864,0.0,21.89,0,0.624,5.019,100.0,1.4394,4,437.0,21.2,34.41
17.8,0.54452,0.0,21.89,0,0.624,6.151,97.9,1.6687,4,437.0,21.2,18.46
8.8,20.0849,0.0,18.1,0,0.7,4.368,91.2,1.4395,24,666.0,20.2,30.63
23.2,0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293.0,16.6,7.14
24.4,0.22969,0.0,10.59,0,0.489,6.326,52.5,4.3549,4,277.0,18.6,10.97
25.0,0.02875,28.0,15.04,0,0.464,6.211,28.9,3.6659,4,270.0,18.2,6.21
21.0,1.00245,0.0,8.14,0,0.538,6.674,87.3,4.239,4,307.0,21.0,11.98
20.8,12.0482,0.0,18.1,0,0.614,5.648,87.6,1.9512,24,666.0,20.2,14.1
23.3,0.15445,25.0,5.13,0,0.453,6.145,29.2,7.8148,8,284.0,19.7,6.86
19.3,0.06617,0.0,3.24,0,0.46,5.868,25.8,5.2146,4,430.0,16.9,9.97
15.7,0.38735,0.0,25.65,0,0.581,5.613,95.6,1.7572,2,188.0,19.1,27.26
13.4,6.71772,0.0,18.1,0,0.713,6.749,92.6,2.3236,24,666.0,20.2,17.44
22.8,0.09164,0.0,10.81,0,0.413,6.065,7.8,5.2873,4,305.0,19.2,5.52
30.3,0.04666,80.0,1.52,0,0.404,7.107,36.6,7.309,2,329.0,12.6,8.61
22.1,0.7904100000000001,0.0,9.9,0,0.544,6.122,52.8,2.6403,4,304.0,18.4,5.98
15.6,4.0974,0.0,19.58,0,0.871,5.468,100.0,1.4118,5,403.0,14.7,26.42
22.4,0.21719,0.0,10.59,1,0.489,5.807,53.8,3.6526,4,277.0,18.6,16.03
24.3,0.537,0.0,6.2,0,0.504,5.981,68.1,3.6715,8,307.0,17.4,11.65
29.4,0.0666399999999999,0.0,4.05,0,0.51,6.546,33.1,3.1323,5,296.0,16.6,5.33
36.0,0.66351,20.0,3.97,0,0.647,7.333,100.0,1.8946,5,264.0,13.0,7.79
20.9,0.12816,12.5,6.07,0,0.409,5.885,33.0,6.498,4,345.0,18.9,8.79
32.0,0.07875,45.0,3.44,0,0.437,6.782,41.1,3.7886,5,398.0,15.2,6.68
27.1,0.05372,0.0,13.92,0,0.437,6.549,51.0,5.9604,4,289.0,16.0,7.39
20.7,0.09065,20.0,6.96,1,0.464,5.92,61.5,3.9175,3,223.0,18.6,13.65
33.4,0.07503,33.0,2.18,0,0.472,7.42,71.9,3.0992,7,222.0,18.4,6.47
14.1,4.75237,0.0,18.1,0,0.713,6.525,86.5,2.4358,24,666.0,20.2,18.13
10.5,22.0511,0.0,18.1,0,0.74,5.818,92.4,1.8662,24,666.0,20.2,22.11
22.9,0.03551,25.0,4.86,0,0.426,6.167,46.7,5.4007,4,281.0,19.0,7.51
13.8,11.1081,0.0,18.1,0,0.668,4.906,100.0,1.1742,24,666.0,20.2,34.77
13.6,1.25179,0.0,8.14,0,0.538,5.57,98.1,3.7979,4,307.0,21.0,21.02
13.4,3.32105,0.0,19.58,1,0.871,5.403,100.0,1.3216,5,403.0,14.7,26.82
20.1,0.10612,30.0,4.93,0,0.428,6.095,65.1,6.3361,6,300.0,16.6,12.4
8.3,15.8603,0.0,18.1,0,0.679,5.896,95.4,1.9096,24,666.0,20.2,24.39
21.8,0.17331,0.0,9.69,0,0.585,5.707,54.0,2.3817,6,391.0,19.2,12.01
21.5,0.11069,0.0,13.89,1,0.55,5.951,93.8,2.8893,5,276.0,16.4,17.92
19.0,0.05497,0.0,5.19,0,0.515,5.985,45.4,4.8122,5,224.0,20.2,9.74
16.8,4.22239,0.0,18.1,1,0.77,5.803,89.0,1.9047,24,666.0,20.2,14.64
11.0,7.36711,0.0,18.1,0,0.679,6.193,78.1,1.9356,24,666.0,20.2,21.52
23.0,5.82401,0.0,18.1,0,0.532,6.242,64.7,3.4242,24,666.0,20.2,10.74
23.7,0.12757,30.0,4.93,0,0.428,6.393,7.8,7.0355,6,300.0,16.6,5.19
23.0,0.3034699999999999,0.0,7.38,0,0.493,6.312,28.9,5.4159,5,287.0,19.6,6.15
16.8,0.22438,0.0,9.69,0,0.585,6.027,79.7,2.4982,6,391.0,19.2,14.33
22.3,2.44953,0.0,19.58,0,0.605,6.402,95.2,2.2625,5,403.0,14.7,11.32
20.3,0.07165,0.0,25.65,0,0.581,6.004,84.1,2.1974,2,188.0,19.1,14.27
33.2,0.0686,0.0,2.89,0,0.445,7.416,62.5,3.4952,2,276.0,18.0,6.19
50.0,1.46336,0.0,19.58,0,0.605,7.489,90.8,1.9709,5,403.0,14.7,1.73
17.8,0.31827,0.0,9.9,0,0.544,5.914,83.2,3.9986,4,304.0,18.4,18.33
11.9,0.04741,0.0,11.93,0,0.573,6.03,80.8,2.505,1,273.0,21.0,7.88
19.3,0.37578,0.0,10.59,1,0.489,5.404,88.6,3.665,4,277.0,18.6,23.98
5.0,67.9208,0.0,18.1,0,0.693,5.683,100.0,1.4254,24,666.0,20.2,22.98
13.2,1.38799,0.0,8.14,0,0.538,5.95,82.0,3.99,4,307.0,21.0,27.71
18.9,0.06417,0.0,5.96,0,0.499,5.933,68.2,3.3603,5,279.0,19.2,9.68
18.5,0.14231,0.0,10.01,0,0.547,6.254,84.2,2.2565,6,432.0,17.8,10.45
35.2,0.22188,20.0,6.96,1,0.464,7.691,51.8,4.3665,3,223.0,18.6,6.58
24.3,0.33983,22.0,5.86,0,0.431,6.108,34.9,8.0555,7,330.0,19.1,9.16
37.9,0.09103,0.0,2.46,0,0.488,7.155,92.2,2.7006,3,193.0,17.8,4.82
21.2,0.05646,0.0,12.83,0,0.437,6.232,53.7,5.0141,5,398.0,18.7,12.34
13.8,8.64476,0.0,18.1,0,0.693,6.193,92.6,1.7912,24,666.0,20.2,15.17
46.7,0.29819,0.0,6.2,0,0.504,7.686,17.0,3.3751,8,307.0,17.4,3.92
22.5,0.06466,70.0,2.24,0,0.4,6.345,20.1,7.8278,5,358.0,14.8,4.97
7.2,16.8118,0.0,18.1,0,0.7,5.277,98.1,1.4261,24,666.0,20.2,30.81
37.3,0.07886,80.0,4.95,0,0.411,7.148,27.7,5.1167,4,245.0,19.2,3.56
22.3,0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293.0,16.6,7.6
